residual_norm,time,compute_time,flops
391682.937500,0.000018,0.0,0.0
381241.468750,0.131906,0.002111,2.369094
371605.187500,0.262744,0.002062,2.424734
362695.468750,0.393684,0.002022,2.473533
354434.531250,0.524516,0.002004,2.495373
346766.718750,0.658552,0.001980,2.525587
339630.593750,0.793212,0.001971,2.537318
332983.437500,0.927518,0.001964,2.546237
326775.031250,1.060728,0.001962,2.549109
320967.968750,1.193973,0.001953,2.561003
315530.406250,1.326880,0.001941,2.576286
310427.062500,1.460056,0.001939,2.578883
305632.187500,1.598019,0.001941,2.576455
301118.125000,1.734289,0.001933,2.586629
296861.750000,1.866524,0.001938,2.580515
292844.187500,2.002446,0.001934,2.585772
289042.843750,2.141061,0.001929,2.592288
285441.687500,2.277991,0.001926,2.596854
282027.593750,2.415199,0.001923,2.600079
278785.375000,2.548738,0.001922,2.601872
275700.718750,2.682224,0.001927,2.595576
272762.812500,2.819105,0.002004,2.495432
269960.500000,2.951144,0.001984,2.520090
267285.281250,3.080215,0.001961,2.549685
264728.250000,3.214873,0.001961,2.550424
262280.906250,3.348598,0.001998,2.502800
259934.718750,3.482867,0.001975,2.532065
257684.656250,3.615905,0.001957,2.555787
255524.109375,3.744570,0.001944,2.573172
253448.406250,3.873621,0.001936,2.582846
251448.843750,4.006980,0.002066,2.420498
249524.171875,4.139863,0.002041,2.450686
247667.890625,4.272692,0.002002,2.498168
245877.796875,4.405170,0.002005,2.493724
244149.500000,4.537374,0.001982,2.523745
242478.375000,4.669179,0.001976,2.530363
240862.062500,4.799754,0.001964,2.546726
239297.421875,4.934813,0.001956,2.556195
237781.312500,5.106274,0.002618,1.910600
236313.187500,5.236258,0.001951,2.563172
234888.156250,5.370455,0.001939,2.578704
233505.921875,5.504409,0.001960,2.551959
232162.859375,5.638044,0.001939,2.579610
230855.953125,5.769593,0.001938,2.580843
229586.250000,5.902540,0.001933,2.586760
228350.125000,6.039217,0.001933,2.587714
227147.296875,6.222695,0.002808,1.780803
225976.703125,6.351080,0.001929,2.591934
224834.218750,6.480259,0.001931,2.589462
223721.109375,6.609181,0.001920,2.604304
222635.281250,6.738534,0.001930,2.591635
221575.984375,6.867723,0.001919,2.606535
220540.375000,6.999209,0.001991,2.512335
219529.828125,7.168681,0.001963,2.548063
218542.062500,7.326709,0.002331,2.144978
217576.515625,7.461874,0.001937,2.581305
216632.828125,7.596287,0.001934,2.586166
215708.171875,7.734311,0.001933,2.586714
214803.500000,7.868105,0.001926,2.595957
213917.406250,8.001004,0.001925,2.598107
213050.609375,8.138326,0.001925,2.597984
212201.453125,8.286623,0.001916,2.610122
211367.562500,8.420407,0.001923,2.600018
210552.406250,8.562545,0.001941,2.576433
209750.375000,8.703196,0.001934,2.585984
208966.218750,8.839117,0.001927,2.595303
208194.406250,8.976228,0.001923,2.601158
207438.187500,9.117492,0.001912,2.614971
206693.906250,9.258701,0.001913,2.614102
205964.453125,9.403723,0.001919,2.606204
205248.109375,9.544913,0.001921,2.603272
204543.234375,9.686636,0.001917,2.608118
203851.687500,9.822714,0.001958,2.554378
203170.906250,9.959835,0.001945,2.571158
202502.234375,10.100143,0.001931,2.589396
201842.875000,10.238702,0.001920,2.604695
201196.484375,10.372705,0.001918,2.607893
200557.578125,10.506138,0.001944,2.573007
199930.921875,10.635139,0.001931,2.589853
199313.875000,10.764892,0.001920,2.604127
198704.812500,10.898282,0.001923,2.600768
198106.750000,11.032605,0.001916,2.609994
197517.250000,11.166972,0.001909,2.619900
196936.546875,11.301202,0.001907,2.622065
196363.843750,11.435752,0.001912,2.615970
195799.046875,11.573304,0.001944,2.572758
195243.625000,11.706526,0.001919,2.605746
194694.687500,11.880545,0.001922,2.602401
194154.296875,12.010461,0.002017,2.479154
193621.437500,12.143473,0.001979,2.526687
193094.125000,12.300822,0.001952,2.562478
192575.578125,12.466707,0.002475,2.020900
192063.562500,12.601972,0.001944,2.573176
191558.171875,12.734002,0.001932,2.588951
191060.062500,12.869632,0.001929,2.592250
190566.593750,12.999845,0.001929,2.592716
190080.328125,13.129873,0.001932,2.588161
189600.906250,13.264456,0.001996,2.505167
189126.328125,13.394050,0.001965,2.545285
188658.890625,13.523311,0.001940,2.578033
188195.812500,13.704435,0.001923,2.600476
187738.796875,13.841723,0.002012,2.485482
187288.500000,13.973533,0.001937,2.581413
186841.421875,14.105446,0.001917,2.608139
186401.046875,14.238170,0.001917,2.608974
185965.531250,14.368974,0.001912,2.614998
185533.906250,14.499377,0.001914,2.612244
185108.468750,14.630011,0.001909,2.619501
184687.984375,14.760376,0.001911,2.616476
184271.187500,14.893566,0.001903,2.627828
183858.656250,15.038569,0.001911,2.617292
183451.937500,15.167589,0.001916,2.610515
183048.906250,15.297128,0.001908,2.621433
182650.281250,15.426915,0.001906,2.623427
182255.796875,15.556427,0.001907,2.621835
181864.859375,15.686264,0.001908,2.621587
181479.046875,15.815638,0.001903,2.627702
181096.703125,15.944588,0.001903,2.627873
180719.218750,16.076863,0.001910,2.618235
180344.625000,16.212651,0.001910,2.618007
179973.250000,16.348725,0.001907,2.622220
179607.156250,16.484088,0.001900,2.631546
179242.984375,16.619041,0.001906,2.623390
178883.093750,16.752486,0.001905,2.625877
178526.343750,16.894602,0.001900,2.632778
178174.687500,17.031679,0.001906,2.623950
177824.609375,17.169526,0.001901,2.630502
177478.546875,17.303029,0.001903,2.628280
177135.890625,17.473927,0.001907,2.622886
176796.203125,17.674324,0.002027,2.467722
176459.718750,17.862360,0.002038,2.454015
176125.515625,18.004932,0.001992,2.510205
175796.000000,18.140418,0.001970,2.538836
175468.328125,18.281116,0.002003,2.496316
175143.562500,18.414293,0.001975,2.532046
174822.593750,18.543711,0.001951,2.562846
174503.953125,18.676905,0.001944,2.572886
174186.750000,18.806314,0.001939,2.579545
