residual_norm,time,compute_time,flops
391682.937500,0.000018,0.0,0.0
371230.750000,0.155953,0.005101,1.960873
352951.781250,0.318821,0.005134,1.948031
336345.218750,0.477667,0.005088,1.965710
321292.312500,0.641291,0.005082,1.967967
307814.000000,0.806897,0.005157,1.939485
295404.781250,0.973552,0.004980,2.008450
284711.593750,1.147295,0.009882,1.012192
275048.406250,1.313317,0.009907,1.009556
265414.031250,1.461014,0.005054,1.978834
256577.250000,1.626554,0.005101,1.960619
248331.234375,1.789775,0.005083,1.967812
240706.562500,1.940241,0.005396,1.853424
233569.328125,2.104927,0.005228,1.913218
226937.875000,2.268436,0.005250,1.905047
220710.890625,2.431037,0.005280,1.894425
215324.500000,2.598398,0.009533,1.049174
210283.765625,2.762685,0.009727,1.028272
205119.765625,2.918706,0.005161,1.938072
200607.156250,3.089583,0.009963,1.003878
196070.375000,3.258218,0.005084,1.967160
192004.093750,3.426015,0.009201,1.087051
188404.000000,4.073007,0.007276,1.374583
184306.328125,4.442084,0.008835,1.132086
180726.890625,4.601182,0.009469,1.056306
177022.250000,4.753122,0.005178,1.931706
173466.250000,4.903923,0.005142,1.945326
170074.437500,5.054476,0.005059,1.977231
167075.656250,5.222033,0.009426,1.061163
164007.031250,5.374214,0.004947,2.021767
161018.109375,5.531647,0.005133,1.948383
158082.406250,5.687235,0.005054,1.978977
155495.390625,5.847256,0.009739,1.027042
152840.750000,6.020256,0.005114,1.955866
150207.515625,6.162648,0.005053,1.979224
147696.687500,6.305590,0.005050,1.980494
145287.203125,6.459270,0.005009,1.996906
143250.265625,6.646432,0.009899,1.010407
140912.609375,6.796547,0.005041,1.984157
138704.468750,6.956006,0.005116,1.955189
136867.781250,7.182643,0.009631,1.038561
134707.593750,7.348072,0.005037,1.985626
132723.062500,7.527737,0.005588,1.790021
130740.351562,7.723564,0.005661,1.766927
128994.015625,7.910337,0.009591,1.042897
127167.429688,8.076221,0.005329,1.876914
125393.234375,8.235508,0.009314,1.073864
123617.343750,8.383209,0.005196,1.924983
122055.578125,8.558206,0.009356,1.069050
120552.382812,8.720678,0.009251,1.081174
119132.281250,8.895079,0.009461,1.057197
117517.132812,9.041538,0.005110,1.957523
115978.117188,9.193562,0.005005,1.998397
114437.914062,9.343995,0.005214,1.918444
112924.789062,9.494409,0.005059,1.977214
111456.648438,9.644251,0.005081,1.968570
110030.296875,9.800963,0.004916,2.034632
108649.078125,9.953888,0.005059,1.976970
107288.242188,10.109450,0.005030,1.988659
106089.171875,10.283332,0.009451,1.058304
104795.000000,10.480536,0.005402,1.851408
103547.593750,10.683305,0.005846,1.710925
102312.437500,10.881999,0.005640,1.773412
101095.281250,11.059542,0.004904,2.039483
99906.382812,11.230224,0.005384,1.857743
98700.578125,11.377166,0.005181,1.930496
97562.734375,11.531915,0.005136,1.947503
96547.335938,11.708423,0.009514,1.051280
95551.984375,11.869816,0.009345,1.070306
94615.492188,12.051879,0.009339,1.070943
93549.273438,12.211464,0.005148,1.942918
92607.656250,12.375094,0.009558,1.046404
91571.687500,12.522842,0.004964,2.015018
90539.882812,12.665303,0.004988,2.005080
89540.687500,12.817925,0.005017,1.993702
88567.125000,12.972097,0.005127,1.950682
87605.335938,13.123789,0.005077,1.969914
86670.203125,13.269934,0.005014,1.994988
85720.953125,13.423505,0.005295,1.888849
84876.648438,13.618795,0.007620,1.312526
83984.351562,13.824456,0.005070,1.972637
