residual_norm,time,compute_time,flops
139883.593750,0.000014,0.0,0.0
97758.101562,0.183158,0.168810,0.948002
69922.796875,0.371168,0.165979,0.964173
51400.152344,0.553094,0.168988,0.947002
38994.609375,0.733919,0.168020,0.952458
30867.271484,0.915773,0.168991,0.946984
23383.439453,1.102271,0.165220,0.968600
18634.916016,1.286305,0.170871,0.936568
14931.994141,1.471351,0.171942,0.930734
12042.168945,1.656380,0.168488,0.949813
9881.355469,1.838598,0.167347,0.956289
8148.538086,2.028486,0.162081,0.987361
6662.200684,2.213982,0.168138,0.951787
5433.832520,2.396024,0.168764,0.948262
4484.254883,2.583570,0.170722,0.937382
3717.969727,2.767549,0.171065,0.935506
3078.382324,2.957128,0.168960,0.947157
2576.002686,3.157016,0.170889,0.936467
2163.593262,3.338172,0.168243,0.951197
1819.804443,3.520066,0.169477,0.944269
1517.962158,3.709316,0.168542,0.949507
1273.765015,3.897626,0.167318,0.956455
1072.197510,4.084367,0.169996,0.941389
900.842407,4.268120,0.170807,0.936918
759.307129,4.450667,0.169628,0.943428
643.784180,4.632041,0.168613,0.949106
550.396667,4.823888,0.169943,0.941682
467.869568,5.006432,0.169676,0.943163
398.178589,5.208101,0.169175,0.945954
339.163818,5.391274,0.170017,0.941270
290.341492,5.577929,0.169337,0.945048
245.460297,5.758847,0.168087,0.952080
209.680344,5.944463,0.168311,0.950813
178.599716,6.125539,0.168316,0.950784
153.052048,6.317399,0.170613,0.937983
128.311310,6.503407,0.168672,0.948774
111.114624,6.689816,0.169790,0.942530
96.040009,6.873415,0.170133,0.940627
82.138618,7.055549,0.169099,0.946380
70.362999,7.246768,0.165918,0.964523
60.036568,7.431831,0.172059,0.930100
51.332813,7.620903,0.168106,0.951969
43.992844,7.811780,0.169760,0.942693
38.134575,7.999489,0.169372,0.944855
32.494125,8.188876,0.168406,0.950277
28.448177,8.372145,0.170463,0.938809
24.460752,8.557102,0.168007,0.952532
20.874990,8.740924,0.169318,0.945154
17.992823,8.931297,0.169659,0.943260
15.526355,9.114261,0.169757,0.942712
13.286184,9.300929,0.169078,0.946500
11.488072,9.482842,0.169038,0.946724
9.909934,9.672852,0.169241,0.945589
8.532968,9.864415,0.170792,0.936997
7.335026,10.047975,0.170850,0.936682
6.482035,10.229370,0.167968,0.952751
5.575787,10.412397,0.170346,0.939452
4.874108,10.593991,0.168731,0.948445
4.221856,10.782839,0.167837,0.953495
3.589290,10.974223,0.167245,0.956869
3.091320,11.166019,0.170326,0.939563
2.702273,11.349643,0.170678,0.937626
2.336192,11.539445,0.168887,0.947566
2.028125,11.721335,0.168922,0.947374
1.750211,11.901760,0.167683,0.954371
1.513887,12.084172,0.169731,0.942857
1.319458,12.271894,0.171060,0.935532
1.164138,12.455762,0.171140,0.935095
1.010872,12.645991,0.169392,0.944741
0.868365,12.829420,0.170696,0.937526
0.757438,13.011806,0.169677,0.943159
0.655718,13.202094,0.169165,0.946011
0.570271,13.391189,0.167838,0.953493
0.490695,13.574160,0.169951,0.941635
0.428107,13.759721,0.172868,0.925748
0.373312,13.939428,0.167031,0.958096
0.327349,14.120511,0.167758,0.953945
0.288384,14.303903,0.170360,0.939375
0.251330,14.494916,0.170440,0.938936
0.216575,14.684020,0.168350,0.950589
0.188602,14.867634,0.170647,0.937795
0.164976,15.049089,0.168391,0.950359
0.144169,15.240027,0.168631,0.949007
0.125947,15.423677,0.171041,0.935634
0.109696,15.615327,0.170687,0.937577
0.095034,15.796827,0.168253,0.951138
0.083101,15.977930,0.168390,0.950366
0.072650,16.168285,0.169289,0.945317
0.063372,16.360065,0.170516,0.938518
0.055388,16.546493,0.165005,0.969863
0.048086,16.738728,0.170872,0.936559
0.041504,16.927866,0.167657,0.954518
0.036240,17.109191,0.168116,0.951912
0.031620,17.289741,0.167626,0.954699
0.027646,17.476751,0.168066,0.952197
0.024199,17.657642,0.167943,0.952897
0.021139,17.845722,0.167237,0.956918
0.018447,18.036560,0.169760,0.942697
0.015924,18.221246,0.171724,0.931914
0.014000,18.404423,0.170208,0.940215
0.012203,18.594309,0.169309,0.945208
0.010616,18.776570,0.169418,0.944596
0.009282,18.967644,0.170238,0.940051
0.008104,19.159372,0.169122,0.946252
0.007021,19.349279,0.169189,0.945877
0.006195,19.532452,0.170711,0.937444
0.005395,19.713535,0.165907,0.964591
0.004751,19.904199,0.169186,0.945892
0.004147,20.086682,0.169816,0.942382
0.003617,20.271658,0.167796,0.953729
0.003174,20.451826,0.167503,0.955400
0.002784,20.642464,0.169507,0.944100
0.002415,20.824267,0.169044,0.946691
0.002093,21.007994,0.171023,0.935732
0.001814,21.196909,0.168039,0.952349
0.001575,21.379011,0.168114,0.951925
0.001373,21.569857,0.169846,0.942221
0.001203,21.752102,0.169289,0.945321
0.001067,21.942263,0.169405,0.944671
0.000923,22.124374,0.169131,0.946203
0.000808,22.305423,0.168284,0.950964
0.000711,22.494224,0.167816,0.953618
0.000619,22.681448,0.166006,0.964013
0.000543,22.863303,0.168958,0.947171
0.000472,23.046540,0.169752,0.942741
0.000412,23.226391,0.166462,0.961373
0.000358,23.409416,0.169739,0.942810
0.000314,23.599618,0.169133,0.946188
0.000272,23.783411,0.170943,0.936172
0.000238,23.965449,0.169348,0.944988
0.000206,24.156179,0.170177,0.940386
0.000180,24.347126,0.170299,0.939710
0.000157,24.536636,0.168733,0.948432
0.000137,24.717357,0.167831,0.953532
0.000119,24.898836,0.168877,0.947622
0.000104,25.080713,0.168989,0.946998
0.000091,25.268582,0.169245,0.945562
0.000079,25.450203,0.168196,0.951463
0.000070,25.640320,0.169008,0.946888
0.000060,25.821077,0.168317,0.950778
