54927.355469,0.000000
13660.080078,0.117236,2252268372.595334
13663.929688,0.235115,1123055618.246336
13665.048828,0.353315,747342758.882158
13662.826172,0.471970,559458029.615788
13657.300781,0.590428,447212769.604866
13673.307617,0.709495,372161870.458671
13658.834961,0.827773,318984787.636638
13657.625977,0.947050,278810112.271778
13663.629883,1.064080,248145890.073866
13651.120117,1.176605,224414401.315287
