residual_norm,time,compute_time,flops
1191936.625000,0.000020,0.0,0.0
1159910.000000,1.287226,0.002226,2.246653
1130216.500000,2.665045,0.002335,2.141821
1102701.000000,4.049475,0.002209,2.263768
1077075.125000,5.411958,0.002203,2.270542
1053268.125000,6.770154,0.002219,2.254107
1031075.562500,8.134211,0.002202,2.271172
1010378.000000,9.456052,0.002209,2.263450
991046.500000,10.769202,0.002281,2.192073
972971.375000,12.039007,0.002210,2.263352
956046.250000,13.303185,0.002205,2.268472
940180.375000,14.583644,0.002212,2.260357
925305.250000,15.857282,0.002207,2.265548
911316.687500,17.126696,0.002217,2.255687
898141.437500,18.386828,0.002233,2.239564
885718.000000,19.652111,0.002225,2.247146
874021.500000,20.924637,0.002203,2.269747
862947.125000,22.185917,0.002213,2.260316
852477.875000,23.468691,0.002208,2.265453
842546.312500,24.734355,0.002213,2.259434
833119.375000,26.018552,0.002207,2.266358
824180.250000,27.280198,0.002213,2.260129
815650.312500,28.542869,0.002203,2.269628
807551.687500,29.808772,0.002210,2.262615
799816.875000,31.095926,0.002211,2.262072
792429.625000,32.355956,0.002214,2.258481
785367.062500,33.623570,0.002202,2.271076
778608.937500,34.892323,0.002203,2.269759
772139.750000,36.189726,0.002221,2.251381
765931.750000,37.463414,0.002195,2.278223
759970.375000,38.741663,0.002221,2.251910
754239.625000,40.033817,0.002229,2.243231
748715.625000,41.297079,0.002217,2.256134
743423.312500,42.690443,0.002396,2.087357
738289.062500,44.003082,0.002335,2.141632
733347.375000,45.368094,0.002322,2.154029
728568.187500,46.680817,0.002306,2.169078
723955.000000,48.005285,0.002327,2.149247
719485.062500,49.381828,0.002334,2.142735
715171.687500,50.694730,0.002322,2.153324
710986.812500,52.051732,0.002305,2.170082
706921.812500,53.357087,0.002320,2.155687
702975.062500,54.709517,0.002337,2.140026
699157.625000,56.050461,0.002196,2.277199
695431.625000,57.429740,0.002313,2.162564
691828.500000,58.742562,0.002208,2.265046
688308.375000,60.124756,0.002332,2.144238
684886.500000,61.449721,0.002218,2.255214
681557.062500,62.813286,0.002296,2.178209
678308.937500,64.145627,0.002216,2.257194
675152.062500,65.524405,0.002215,2.258011
672064.562500,66.831561,0.002223,2.249506
669059.625000,68.213949,0.002221,2.251990
666111.187500,69.478127,0.002197,2.276465
663248.500000,70.767675,0.002212,2.260490
660440.562500,72.028115,0.002208,2.265446
657695.125000,73.295488,0.002236,2.236681
655016.687500,74.562306,0.002217,2.256095
652390.937500,75.884103,0.002330,2.146581
649813.187500,77.223130,0.002329,2.147148
647301.937500,78.547913,0.002323,2.152703
644838.312500,79.917641,0.002319,2.156596
642426.437500,81.232235,0.002307,2.167497
640057.312500,82.550735,0.002315,2.160691
637739.312500,83.922532,0.002335,2.141662
635464.687500,85.239081,0.002200,2.273660
633232.000000,86.559916,0.002278,2.195350
631039.437500,87.886217,0.002335,2.142152
628882.375000,89.248763,0.002340,2.137440
626772.000000,90.565386,0.002201,2.272122
624699.062500,91.901886,0.002295,2.178973
622658.750000,93.286781,0.002301,2.173792
620658.250000,94.606289,0.002223,2.249427
618693.437500,95.946944,0.002197,2.276628
616752.500000,97.296430,0.002345,2.133066
614843.625000,98.617047,0.002250,2.222711
612970.812500,99.934265,0.002203,2.270063
611128.937500,101.247146,0.002185,2.288780
609309.125000,102.608118,0.002310,2.164619
607526.375000,103.917837,0.002216,2.256989
605758.562500,105.250525,0.002208,2.265371
604027.250000,106.570536,0.002240,2.232174
602323.312500,107.851059,0.002186,2.288033
600639.625000,109.122916,0.002219,2.253897
598985.625000,110.381153,0.002200,2.273062
