residual_norm,time,compute_time,flops
1191936.625000,0.000022,0.0,0.0
952169.750000,1.397148,0.083286,0.960743
769347.687500,2.784216,0.081345,0.983663
618951.062500,4.154865,0.081012,0.987710
505642.312500,5.558535,0.091784,0.871791
413290.718750,6.983444,0.107043,0.747511
345908.437500,8.388235,0.112658,0.710256
289787.343750,9.811270,0.110153,0.726407
241623.203125,11.362456,0.111352,0.718584
205168.734375,12.935818,0.137768,0.580801
174763.250000,14.532984,0.141674,0.564789
148282.906250,16.098544,0.109096,0.733444
125608.093750,17.714484,0.088896,0.900106
106271.453125,19.529777,0.104187,0.768007
89090.695312,22.229580,0.104972,0.762259
76396.539062,23.656054,0.121125,0.660607
65458.746094,25.110996,0.123035,0.650352
56753.152344,26.570822,0.129553,0.617633
49478.468750,28.038638,0.134242,0.596057
42864.234375,30.239158,0.120222,0.665570
36855.371094,32.379582,0.122072,0.655481
31797.320312,33.800036,0.120337,0.664930
27280.634766,35.233320,0.112251,0.712834
23451.707031,36.955463,0.116094,0.689234
20352.048828,39.013421,0.123155,0.649716
17724.638672,41.021853,0.120859,0.662063
15414.547852,42.436379,0.111707,0.716304
13577.825195,43.916400,0.151730,0.527359
11747.605469,45.778873,0.114789,0.697072
10283.019531,47.680275,0.121400,0.659108
8925.801758,49.625641,0.117356,0.681823
7768.041992,51.119134,0.131205,0.609856
6784.905762,52.708067,0.130799,0.611747
5948.795410,54.531563,0.129822,0.616352
5182.106934,56.345100,0.126117,0.634460
4548.009277,58.196292,0.129725,0.616811
4012.750977,59.804537,0.133538,0.599201
3506.296387,61.229518,0.119519,0.669482
3092.900146,62.857868,0.117605,0.680379
2712.219238,65.394160,0.114498,0.698842
2374.584717,67.546885,0.112533,0.711042
2049.833984,69.212754,0.098153,0.815220
1792.151733,71.191828,0.098637,0.811219
1548.341797,73.388179,0.096247,0.831358
1333.483887,74.935874,0.097841,0.817816
1157.376953,76.594410,0.085147,0.939745
1008.423828,78.863493,0.088173,0.907491
883.930786,81.134999,0.084668,0.945057
769.220642,82.683624,0.103804,0.770837
673.465088,90.816063,0.101286,0.790002
590.785767,92.820358,0.083513,0.958125
514.633484,94.961930,0.079607,1.005143
450.909729,96.571611,0.080367,0.995628
391.560150,98.097710,0.101259,0.790211
342.783966,100.066206,0.117788,0.679320
297.975708,102.473036,0.128646,0.621985
263.651337,104.026627,0.149424,0.535497
230.308990,105.574587,0.101069,0.791696
197.933411,107.771304,0.097691,0.819069
172.928986,110.136358,0.114646,0.697941
151.935059,111.863387,0.110887,0.721600
133.200516,113.483973,0.112526,0.711090
118.064575,115.537812,0.133324,0.600161
104.518593,117.728147,0.124261,0.643934
91.070915,119.140695,0.100582,0.795526
