residual_norm,time,compute_time,flops
79866.117188,0.000013,0.0,0.0
41425.656250,0.074860,0.072703,1.100581
26579.966797,0.149041,0.071796,1.114494
18981.257812,0.233129,0.074465,1.074541
14214.082031,0.312048,0.074386,1.075679
11697.122070,0.389059,0.075496,1.059870
10052.799805,0.464935,0.074348,1.076235
8656.484375,0.542289,0.075671,1.057420
7935.344238,0.620108,0.076059,1.052025
7251.519531,0.697843,0.076258,1.049285
6539.185059,0.775926,0.076601,1.044581
6021.206543,0.853283,0.075706,1.056937
5633.776855,0.931086,0.076199,1.050093
5180.105957,1.023486,0.075038,1.066341
4939.046875,1.112271,0.079453,1.007084
4707.636719,1.204322,0.079579,1.005486
4436.850098,1.295091,0.078420,1.020354
4261.444824,1.392048,0.080622,0.992485
4088.826660,1.482805,0.081206,0.985347
3876.630615,1.576557,0.081356,0.983527
3707.308105,1.682063,0.085108,0.940167
3529.125732,1.782717,0.085066,0.940631
3402.971680,1.882520,0.087603,0.913389
3272.301270,1.984171,0.089436,0.894673
3210.288818,2.086199,0.089377,0.895265
3101.631348,2.187445,0.088975,0.899307
3019.315918,2.288889,0.088962,0.899443
2926.605469,2.388897,0.087836,0.910971
2856.156494,2.487147,0.085920,0.931289
2801.914551,2.587609,0.087915,0.910154
2727.128662,2.688573,0.088888,0.900193
2624.157715,2.788966,0.088227,0.906935
2545.542480,2.896402,0.086131,0.929009
2497.532959,3.000340,0.073781,1.084512
2451.132568,3.104758,0.073575,1.087536
2391.125000,3.203183,0.061815,1.294451
2361.135498,3.297290,0.060440,1.323900
2323.322998,3.389694,0.059375,1.347644
2266.509521,3.484688,0.055099,1.452217
2236.264893,3.578590,0.058525,1.367219
2181.191406,3.668812,0.060822,1.315569
2167.083252,3.766567,0.060702,1.318169
2100.483398,3.860819,0.061258,1.306203
2077.208984,3.956282,0.062114,1.288208
2053.236816,4.044883,0.078702,1.016702
1978.607788,4.141382,0.084101,0.951429
1952.869873,4.237296,0.083231,0.961368
1926.167358,4.333944,0.084455,0.947434
1907.886475,4.432090,0.085924,0.931242
1863.430054,4.532559,0.088220,0.907003
1832.672363,4.636576,0.087543,0.914023
1774.600342,4.733718,0.087668,0.912716
1764.830566,4.834378,0.088159,0.907629
1739.605957,4.934863,0.088084,0.908401
1692.149170,5.035262,0.087874,0.910579
1657.463867,5.134159,0.086432,0.925770
1631.880493,5.231121,0.084087,0.951590
1613.063232,5.331141,0.087555,0.913889
1593.547363,5.432832,0.089469,0.894346
1554.110107,5.534748,0.088293,0.906251
1538.298462,5.633740,0.086274,0.927462
1518.861206,5.733865,0.087800,0.911344
1501.889648,5.833545,0.087301,0.916557
1512.000854,5.932709,0.086590,0.924080
1485.606079,6.033730,0.088797,0.901108
1447.174927,6.133101,0.086913,0.920643
1431.796387,6.236930,0.090960,0.879680
1427.071899,6.343499,0.094282,0.848684
1413.371704,6.447461,0.091661,0.872951
1372.269043,6.553718,0.093903,0.852118
1365.622070,6.658672,0.092713,0.863046
1356.730957,6.764376,0.092936,0.860976
1335.099854,6.874515,0.093690,0.854048
1303.599731,6.982104,0.095381,0.838911
1299.828369,7.087920,0.093426,0.856465
1293.590210,7.201978,0.101546,0.787981
1293.599731,7.317875,0.103053,0.776451
1290.642578,7.435926,0.105860,0.755868
1274.818481,7.550959,0.102840,0.778062
1246.165405,7.673009,0.109731,0.729204
1257.334473,7.798353,0.111132,0.720010
1225.659058,7.923303,0.107630,0.743434
1198.167236,8.040335,0.096987,0.825017
1172.810547,8.153981,0.093991,0.851314
1166.321289,8.271699,0.097536,0.820374
1161.452148,8.390440,0.094074,0.850567
1144.277954,8.507704,0.094855,0.843560
1143.134644,8.622945,0.095927,0.834137
1140.960938,8.746364,0.095751,0.835664
1103.272461,8.865506,0.095841,0.834882
1103.169312,8.974114,0.081888,0.977144
1071.435059,9.081527,0.094232,0.849140
1071.529175,9.196619,0.102145,0.783358
1070.333130,9.309551,0.100710,0.794518
1059.396484,9.422277,0.100266,0.798034
1049.463623,9.535977,0.101445,0.788766
1060.880371,9.649970,0.101796,0.786041
1037.759399,9.763684,0.101504,0.788300
1009.171082,9.876621,0.100700,0.794599
1025.604736,9.990508,0.101628,0.787344
1007.072449,10.096865,0.093401,0.856698
1001.836243,10.201785,0.092648,0.863658
987.428162,10.306335,0.091942,0.870285
