residual_norm,runtime,flops
14382.470703,2.369328,769968267.502787
13683.423828,5.028962,362760194.452686
13663.910156,7.700600,236904548.749478
13661.618164,10.418332,175105485.187064
13664.402344,13.129596,138946162.123558
13659.605469,15.887790,114824468.012261
13662.796875,18.621445,97968068.368541
13659.552734,21.355114,85427173.236304
13661.517578,24.117117,75643661.770462
13660.312500,26.837816,67975241.792443
13664.735352,29.578124,61677577.331952
13664.143555,32.282159,56511307.353379
13661.716797,34.997289,52127095.262107
13662.452148,37.716883,48368446.420968
13663.663086,40.433252,45118978.109415
13662.163086,43.151600,42276694.886628
13661.518555,45.887525,39756055.845882
13659.528320,48.647439,37500576.922086
13663.049805,51.394719,35496000.931310
13661.500000,54.118599,33709427.599475
13661.671875,56.806367,32114481.490712
13659.893555,59.507167,30656929.292654
13661.134766,62.283970,29290152.860188
13667.427734,65.029535,28053514.579150
13664.252930,67.750992,26926646.497775
13663.098633,70.476666,25885262.750245
13664.731445,73.175277,24930647.161846
13662.396484,75.848838,24051878.163578
13661.058594,78.557032,23222707.851011
13665.506836,81.284398,22443507.616911
13660.247070,84.006588,21716237.275309
13659.618164,86.689396,21044177.096955
13663.431641,89.381713,20410293.587516
13662.066406,92.043679,19820014.005790
13660.604492,94.714934,19261028.084426
13664.143555,97.382980,18733324.923552
13657.355469,100.098581,18225103.534405
13664.375977,102.791571,17747632.300112
13659.378906,105.482192,17294928.851686
13664.387695,108.158200,16867024.420564
13664.104492,110.858492,16456177.287904
13662.700195,113.567993,16063566.421048
13663.585938,116.274870,15689606.868696
13662.082031,118.955146,15336091.507870
13665.905273,121.635254,14998176.418896
13661.458008,124.324130,14673796.650496
13664.886719,127.025150,14361778.010660
13663.335938,129.722532,14063146.749137
13660.403320,132.408675,13777851.076706
13661.559570,135.098463,13503536.325530
13662.954102,137.748584,13243744.165860
13664.074219,140.437574,12990163.147542
13662.728516,143.152963,12743759.982568
13663.896484,145.916975,12502363.095037
13665.915039,148.651628,12272364.791387
13659.505859,151.340936,12054286.493183
13660.942383,154.049837,11842317.031444
13659.963867,156.737206,11639272.220806
13659.456055,159.414636,11443786.121220
13664.274414,162.067447,11256467.845144
13662.940430,164.774643,11071527.545790
13658.968750,167.460202,10893973.514346
13662.438477,170.142031,10722259.447115
13660.458984,172.869071,10553113.960641
13664.843750,175.532539,10392984.740431
13661.317383,178.216661,10236455.965762
13662.160156,180.896523,10084809.670815
13666.215820,183.545596,9939257.806549
13662.258789,186.178657,9798690.311999
13666.229492,188.913538,9656835.732560
13660.982422,191.573351,9522759.784723
13662.609375,194.263755,9390876.879976
13664.622070,196.899662,9265160.680635
13663.837891,199.596302,9139983.970720
13661.778320,202.277806,9018819.390366
13662.363281,205.003039,8898926.630601
13661.867188,207.808095,8778806.244276
13665.083008,210.522335,8665622.107640
13662.265625,213.204832,8556593.131427
13658.603516,215.884107,8450399.733966
13663.034180,218.724400,8340665.244546
13664.043945,221.549937,8234292.593725
13662.768555,224.356134,8131299.869679
13659.989258,227.168134,8030646.591122
13661.000000,229.960933,7933117.086579
13663.572266,232.768616,7837426.855764
13665.168945,235.567027,7744322.383554
13667.607422,238.386533,7652726.758223
13663.432617,241.203728,7563344.964411
13659.860352,244.033335,7475646.734622
13659.363281,246.839699,7390654.775673
13661.577148,249.659731,7307173.623091
13658.239258,252.460441,7226110.334374
13661.071289,255.292956,7145935.511456
13665.882812,258.112275,7067881.613894
13661.379883,260.923915,6991720.174680
13662.921875,263.742577,6916998.483159
13663.841797,266.515321,6845036.144138
13663.860352,269.315228,6773872.455675
13664.516602,272.111276,6704268.310703
