residual_norm,runtime,flops
14700.883789,1.698480,1038750922.452487
13692.750000,3.468962,508595051.980613
13660.088867,5.216071,338242543.499861
13663.975586,7.019482,251342929.043499
13662.465820,8.770368,201165676.202919
13661.094727,10.561235,167054058.264100
13658.536133,12.363922,142697202.845145
13666.246094,14.143884,124739215.416350
13662.370117,15.905329,110924898.038967
13659.090820,17.671186,99840329.195351
13665.150391,19.433546,90786158.422421
13662.993164,21.274629,82929627.086906
13660.028320,23.068048,76482283.065126
13665.526367,24.899254,70857423.350901
13658.445312,26.663999,66167757.028278
13659.214844,28.425613,62067156.831821
13664.110352,30.165717,58486825.820914
13662.963867,31.961945,55199925.488382
13657.912109,33.730871,52305113.205954
13664.328125,35.431337,49794819.650772
13664.114258,37.163257,47474229.389061
13658.676758,38.894184,45361460.780838
13662.538086,40.605407,43449804.290133
13663.698242,42.642844,41373811.789269
13662.172852,44.649624,39514263.897003
13666.322266,46.431043,37998220.079755
13663.455078,48.172327,36624699.531145
13663.333008,49.878623,35371806.500603
13661.952148,51.605873,34187911.303963
13663.686523,53.376046,33054097.021491
13663.034180,55.116357,32010407.016759
13662.454102,56.859063,31029301.273751
13661.775391,58.598726,30108111.859512
13662.493164,60.322752,29247621.179436
13660.626953,62.062629,28427687.303147
13661.146484,63.776923,27663564.144730
13660.609375,65.486611,26941339.382126
13660.220703,67.197414,26255429.997674
13664.917969,68.900057,25606611.555521
13660.164062,70.641047,24975521.725328
13660.564453,72.425133,24360286.681910
13657.845703,74.228295,23768524.026051
13661.743164,76.032621,23204474.199118
13662.036133,77.860847,22659617.416808
13661.583984,79.780846,22114293.076626
13660.904297,81.700928,21594577.397421
13664.517578,83.600674,21103861.086307
13661.493164,85.519578,20630328.667897
13659.812500,87.427435,20180130.039944
13664.009766,89.331273,19750048.922015
13661.606445,91.215136,19342151.823331
13662.771484,93.147316,18940932.356318
13662.864258,95.043840,18562981.094023
13663.135742,96.960313,18196073.810836
13660.371094,98.859811,17846453.288886
13657.659180,100.748075,17511967.413539
13658.714844,102.688951,17180981.867061
13662.495117,104.626538,16862805.840493
13665.039062,106.525167,16562255.162596
13658.548828,108.381190,16278627.291516
13662.980469,110.277843,15998653.549786
13659.637695,112.188944,15726121.873454
13664.089844,114.225258,15445769.421358
13658.564453,116.298106,15170470.667936
13662.130859,118.188517,14927820.806735
13663.333984,120.064571,14694568.045107
13667.192383,121.978043,14464054.001644
13656.753906,123.864942,14243715.633820
13666.441406,125.728575,14032585.689391
13661.443359,127.618085,13824819.640565
13660.901367,129.593965,13614036.763775
13662.326172,131.487232,13418010.019546
13662.040039,133.366577,13228929.163482
13665.627930,135.246299,13045066.762500
13657.255859,137.143063,12864646.356613
13659.292969,138.977659,12694824.544892
13660.083984,140.833691,12527520.902191
13660.641602,142.693567,12364236.406058
13662.463867,144.580984,12202828.828450
13659.626953,146.443720,12047611.173834
13663.994141,148.302678,11896595.676172
13661.656250,150.156161,11749747.646454
13662.220703,152.027859,11605090.068539
13665.342773,153.986011,11457514.816024
13660.766602,155.863836,11319476.338497
13661.025391,157.816754,11179402.385863
13662.096680,159.686027,11048537.122703
13661.820312,161.593668,10918107.285906
13662.595703,163.500928,10790746.081115
13660.950195,165.339957,10670723.744418
13659.986328,167.220878,10550698.118361
13661.883789,169.209648,10426692.700294
13663.286133,171.086779,10312293.069396
13665.351562,173.057577,10194855.563479
13664.270508,174.947695,10084711.330271
13661.303711,176.786906,9979794.552843
13662.638672,178.589699,9879052.464622
13659.361328,180.421475,9778752.812570
13659.887695,182.246993,9680801.696224
13664.435547,184.057978,9585550.257076
