residual_norm,runtime,flops
16680.154297,1.598879,728133508.686604
13932.506836,3.245426,358719396.531494
13687.625000,4.898602,237659034.292168
13663.026367,6.544876,177879151.352112
13661.475586,8.179833,142325286.463536
13663.989258,9.868861,117966704.699740
13662.730469,11.539963,100883945.556380
13662.377930,13.242326,87914846.610274
13663.970703,14.938329,77933548.492204
13666.679688,16.631524,69999417.493213
13663.570312,18.332318,63505172.566049
13665.519531,19.937422,58392556.673433
13666.293945,21.559431,53999430.599809
13662.570312,23.068014,50468022.130227
13660.853516,24.623875,47279196.416172
13667.573242,26.316096,44238971.746538
13661.573242,27.998260,41581049.393638
13667.995117,29.698841,39200082.098848
13662.128906,31.385002,37094055.078898
13659.676758,33.095186,35177231.239991
13661.267578,34.793822,33459877.194752
13660.195312,36.480172,31913145.029536
13661.293945,38.123722,30537338.605619
13661.368164,39.792338,29256813.713505
13663.833984,41.466098,28075875.473873
13661.456055,43.174171,26965127.312117
13659.576172,44.865700,25948486.425487
13666.018555,46.554828,25007008.924437
13662.677734,48.261162,24122854.888757
13664.104492,49.838543,23359371.026709
13658.855469,51.329909,22680675.672804
13663.701172,52.698418,22091687.882363
13665.364258,53.925256,21589086.436798
13661.596680,55.122627,21120129.060140
13661.858398,56.486318,20610247.672640
13663.541992,57.791220,20144876.734332
13662.228516,59.267062,19643238.112982
13662.561523,60.708497,19176838.019829
13657.457031,62.209801,18714044.971256
13660.328125,63.688404,18279575.813733
13658.884766,65.088869,17886268.661960
13662.057617,66.579575,17485798.044020
13664.731445,68.029570,17113102.426225
13660.086914,69.357378,16785481.849007
13662.260742,70.805131,16442269.028109
13665.436523,72.296628,16103061.001883
13665.171875,73.658994,15805225.497132
13660.027344,75.121685,15497482.578741
13663.661133,76.616777,15195066.267741
13660.976562,78.141291,14898614.859735
13664.807617,79.631223,14619855.935004
13661.528320,81.152771,14345745.592552
13661.458008,82.358546,14135715.873415
13663.102539,83.681442,13912248.448689
13660.816406,84.897303,13713003.439365
13657.744141,85.938900,13546798.916679
13664.753906,87.191164,13352236.081737
13661.425781,88.635596,13134644.099748
13662.826172,90.146903,12914442.557114
13663.756836,91.342399,12745417.407840
13661.288086,92.847395,12538822.528376
13660.890625,94.344335,12339871.805821
13663.070312,95.769273,12156268.535246
13664.107422,97.208073,11976340.744685
13662.290039,98.719646,11792961.729565
13662.034180,100.063697,11634559.157821
13660.594727,101.504119,11469455.723863
13660.725586,102.946982,11308704.528998
13662.427734,104.383848,11153037.884727
13660.277344,105.822663,11001395.826094
13662.972656,106.827469,10897918.071299
13662.041016,107.901713,10789420.950035
13665.272461,108.995011,10681195.354284
13664.143555,110.298828,10554935.455513
13662.712891,111.592276,10432594.861269
13662.240234,112.627834,10336672.240206
13660.908203,113.833279,10227211.359351
13661.128906,115.270368,10099707.546379
13661.653320,116.692210,9976647.172028
13661.956055,117.731461,9888580.309692
13661.414062,118.959644,9786486.979258
13661.403320,120.358516,9672743.106616
13662.617188,121.853242,9554091.366417
13665.674805,123.372916,9436406.648309
13663.271484,124.790008,9329248.541513
13659.791016,126.286751,9218678.897181
13664.591797,127.706410,9116198.671453
13664.125977,128.977375,9026366.100899
13664.513672,130.241229,8938774.715167
13663.191406,131.575964,8848097.858934
13661.835938,132.819151,8765279.657162
13658.506836,134.120157,8680253.835476
13660.468750,135.383847,8599231.209747
13662.837891,136.884159,8504979.763890
13661.893555,138.206626,8423597.641257
13662.113281,139.721014,8332297.132727
13662.323242,141.039310,8254415.035726
13661.885742,142.421914,8174282.783342
13661.317383,143.857831,8092691.181433
13666.512695,145.355864,8009288.177371
