residual_norm,runtime,flops
19781.453125,0.689936,1165525113.865981
14383.215820,1.515380,530650490.296568
13765.339844,2.407702,333985360.294158
13673.625977,3.283158,244927939.765851
13663.642578,4.213985,190825792.293920
13659.802734,5.150489,156128289.114994
13660.303711,6.088300,132079081.996501
13664.880859,7.022124,114514778.888700
13663.811523,7.954727,101089198.401945
13661.640625,8.744032,91964100.456102
13660.888672,9.556144,84148692.026223
13660.514648,10.347201,77715414.156578
13661.542969,11.362681,70770010.372682
13662.597656,12.235150,65723514.596311
13662.172852,13.028743,61720229.213618
13664.775391,13.815428,58205726.962255
13662.539062,14.611443,55034742.101580
13661.849609,15.407551,52191099.830050
13661.804688,16.247023,49494421.214447
13660.016602,17.087193,47060803.842587
13661.535156,18.056745,44533885.307589
13662.261719,18.895646,42556735.996164
13662.838867,19.700614,40817864.417386
13663.990234,20.501937,39222489.705632
13664.942383,21.347564,37668795.229077
13661.628906,22.147166,36308799.130258
13661.909180,22.979613,34993497.013370
13661.988281,23.807795,33776207.072661
13659.496094,24.615773,32667549.863780
13667.512695,25.403515,31654556.886134
13661.431641,26.201068,30691000.586009
13661.091797,26.992838,29790754.434667
13662.224609,27.831104,28893464.354835
13663.113281,28.760131,27960130.240711
13662.163086,29.595320,27171086.763282
13662.573242,30.483209,26379670.811464
13660.122070,31.297292,25693501.338293
13661.311523,32.124954,25031537.757781
13660.923828,33.043747,24335527.457293
13659.557617,33.875325,23738134.368516
13662.388672,34.745986,23143306.458633
13660.573242,35.611622,22580746.436059
13662.393555,36.532523,22011537.769413
13661.567383,37.400291,21500822.224592
13663.833008,38.205871,21047472.066459
13659.665039,39.017240,20609787.177411
13663.074219,39.834365,20187016.823507
13663.281250,40.686029,19764450.618667
13663.360352,41.522762,19366173.383401
13659.933594,42.443814,18945917.594324
13661.779297,43.347232,18551057.632707
13661.417969,44.374647,18121541.372585
13663.010742,45.352519,17730812.376398
13663.527344,46.220891,17397695.895269
13661.740234,47.136769,17059654.603746
13662.626953,48.010925,16749041.974443
13663.541992,48.980777,16417399.909717
13661.416992,49.949052,16099144.355210
13663.326172,50.780012,15835699.532030
13664.546875,51.726012,15546085.578116
13661.628906,52.589472,15290836.138324
13664.635742,53.412161,15055316.890729
13662.008789,54.247035,14823612.044949
13659.378906,55.076433,14600382.749837
13662.611328,55.929006,14377816.799534
13662.430664,56.765817,14165866.722227
13661.554688,57.591330,13962813.523991
13661.995117,58.456298,13756208.252407
13663.384766,59.262658,13569033.676289
13660.729492,60.146199,13369706.188360
13663.079102,61.008979,13180633.678731
13660.553711,61.857258,12999881.139330
13660.615234,62.655639,12834231.925456
13657.211914,63.551900,12653233.169025
13661.196289,64.404848,12485659.452358
13658.900391,65.350330,12305018.252071
13662.208008,66.215335,12144271.455828
13664.490234,67.056700,11991896.484238
13664.444336,67.940397,11835918.558301
13662.758789,68.767214,11693610.322534
13661.695312,69.576881,11557531.659106
13665.911133,70.432030,11417206.110911
13662.373047,71.290822,11279670.826831
13664.729492,72.159769,11143841.194201
13660.970703,72.983753,11018027.622850
13660.802734,73.833580,10891209.772435
13664.072266,74.723981,10761431.469990
13662.599609,75.555589,10642984.961508
13659.882812,76.377960,10528390.621619
13660.487305,77.218448,10413793.921658
13658.396484,78.037809,10304453.824076
13664.684570,78.936961,10187078.301046
13661.147461,79.780686,10079344.343966
13664.653320,80.578359,9979565.355564
13663.529297,81.373076,9882101.522844
13663.068359,82.176896,9785438.975670
13664.196289,83.046938,9682921.755682
13663.240234,83.866361,9588313.935926
13663.352539,84.715572,9492198.216361
13665.058594,85.518829,9403040.425866
