residual_norm,runtime,flops
14848.721680,1.577966,927933232.812966
13715.639648,3.539915,413639004.212735
13663.647461,5.223184,280336103.505780
13662.323242,7.504204,195123558.272792
13662.392578,9.762991,149979353.209625
13662.216797,12.020041,121817143.033361
13661.634766,14.345905,102067248.012329
13665.671875,16.589737,88262218.906167
13661.403320,18.884039,77538869.724164
13661.047852,21.065690,69508618.273706
13660.905273,23.267917,62929871.148811
13660.972656,25.064393,58419409.196073
13658.881836,27.243855,53745954.741801
13658.977539,29.496831,49640824.048169
13660.501953,31.843702,45982310.968995
13659.034180,33.962130,43114109.593993
13662.610352,35.748552,40959617.078303
13658.897461,37.595421,38947482.331978
13663.753906,39.454533,37112262.900076
13666.944336,41.300870,35453175.622619
13665.906250,43.152257,33932107.039141
13664.402344,45.285104,32333965.816386
13662.378906,47.513372,30817577.195599
13662.530273,49.779237,29414814.409991
13659.528320,52.070686,28120371.011724
13662.861328,54.338081,26946976.676360
13662.318359,56.463490,25932633.745859
13666.520508,58.183914,25165838.687801
13663.932617,60.425925,24232099.203421
13659.500000,62.706927,23350642.063396
13661.012695,64.833341,22584783.994579
13660.863281,67.044745,21839847.313273
13660.745117,69.372467,21107033.792073
13661.410156,71.714018,20417863.068735
13665.090820,73.906539,19812144.171117
13662.828125,76.181918,19220400.815778
13659.881836,78.255987,18710990.258496
13658.119141,80.002462,18302524.286343
13666.682617,81.715454,17918850.570723
13658.398438,83.823062,17468307.192476
13660.786133,85.610014,17103688.316663
13660.677734,87.305045,16771619.518410
13660.350586,89.009006,16450548.836828
13661.952148,90.855397,16116235.902445
13667.733398,93.171176,15715665.103539
13664.825195,95.489437,15334125.442585
13658.518555,97.823272,14968288.907176
13663.004883,100.185589,14615345.489215
13662.166016,102.130523,14337016.634666
13664.022461,103.834732,14101707.406675
13661.050781,105.674479,13856202.733283
13660.283203,107.515311,13618962.648545
13663.067383,109.380458,13386733.176509
13661.638672,111.663369,13113046.959200
13668.541016,113.839446,12862386.944112
13658.876953,115.709181,12654544.664447
13659.520508,117.830077,12426767.765926
13665.299805,120.025519,12199463.999519
13663.410156,122.213645,11981043.551438
13661.643555,124.552289,11756082.673250
13659.920898,126.576165,11568109.998376
13661.458008,128.670856,11379787.502435
13660.725586,130.785230,11195813.191913
13666.505859,132.879378,11019369.824393
13662.274414,135.163451,10833157.898870
13663.327148,136.875345,10697668.016527
13660.365234,138.660870,10559914.986800
13659.802734,140.769002,10401771.556413
13663.033203,143.096297,10232598.804244
13661.222656,145.461792,10066196.661396
13658.410156,147.809101,9906338.597903
13662.377930,149.779584,9776011.924234
13660.331055,151.579332,9659938.324646
13661.970703,153.382658,9546366.037682
13666.501953,155.166823,9436598.480557
13658.674805,157.519979,9295627.191130
13661.548828,159.583432,9175432.433432
13661.642578,161.376547,9073480.798110
13665.150391,163.230473,8970426.744222
13664.939453,165.339344,8856010.728415
13661.326172,167.495737,8741995.655682
13664.184570,169.555607,8635792.257220
13663.794922,171.226854,8551503.292562
13661.985352,173.384551,8445083.460733
13661.059570,175.756453,8331113.770367
13659.663086,178.083289,8222259.435232
13663.524414,180.422635,8115650.227068
13664.419922,182.737654,8012836.835136
13664.492188,184.844034,7921526.993819
13662.474609,186.927076,7833252.598476
13663.093750,189.264906,7736494.996921
13661.978516,191.613141,7641683.626846
13662.741211,193.854779,7553319.095448
13662.490234,196.143295,7465190.183184
13663.578125,198.408583,7379957.942357
13661.077148,200.688699,7296110.891247
13661.965820,202.922236,7215803.602872
13660.469727,205.193380,7135936.860799
13664.480469,207.471403,7057584.706624
13663.460938,209.745316,6981071.281448
