residual_norm,runtime,flops
14561.360352,1.681832,977670324.954222
13677.551758,3.503526,469320593.831088
13661.234375,5.265190,312292047.094737
13659.924805,7.369573,223117013.829869
13661.540039,9.182692,179062627.643448
13664.084961,11.146109,147520276.443059
13660.334961,13.103216,125486521.613617
13663.841797,15.224531,108001814.789345
13663.640625,17.384112,94585046.292544
13661.052734,19.520821,84231962.072224
13665.289062,21.660732,75910499.564474
13662.807617,23.778974,69148358.001431
13663.715820,25.868206,63563626.809894
13661.061523,27.953358,58822164.857154
13661.717773,29.920124,54955555.192551
13663.357422,31.553628,52110552.448215
13664.286133,33.196947,49530971.108345
13663.389648,34.912759,47096736.026632
13663.687500,36.610912,44912210.760189
13659.832031,38.700724,42486983.155676
13659.942383,40.815576,40285527.777552
13663.765625,42.903157,38325315.375114
13665.125977,45.165833,36405329.049694
13662.142578,47.410056,34682030.332779
13661.791016,49.680391,33097102.624740
13659.962891,51.922352,31667999.081660
13660.635742,54.183771,30346300.583075
13664.360352,56.428612,29139065.142484
13661.060547,58.607215,28055880.450487
13659.556641,60.852482,27020705.606971
13661.798828,62.876323,26150972.740609
13661.604492,64.721488,25405426.397105
13660.935547,66.523371,24717283.155249
13659.625977,68.310451,24070650.604473
13666.524414,70.115571,23450953.691115
13666.010742,71.923925,22861335.902802
13662.434570,73.698936,22310729.131125
13665.022461,75.499946,21778518.837426
13659.298828,77.471277,21224343.684547
13660.917969,79.243897,20749572.907722
13662.458008,81.090998,20276936.336381
13662.757812,82.874304,19840613.189928
13668.192383,84.658657,19422431.904154
13663.899414,86.814509,18940117.653260
13665.132812,88.600461,18558334.669893
13663.167969,90.509416,18166916.579727
13663.133789,92.346091,17805593.987334
13665.516602,94.111451,17471593.468070
13657.291016,95.881459,17149061.107133
13662.295898,97.649883,16838494.351193
13661.421875,99.457389,16532477.141647
13661.176758,101.228537,16243216.232926
13666.355469,103.005586,15962988.686958
13661.578125,105.077564,15648221.610795
13660.549805,107.258798,15329996.564060
13658.913086,109.058463,15077023.490334
13661.035156,110.827320,14836386.983710
13663.479492,112.655221,14595657.338614
13659.065430,114.464292,14364977.747393
13659.753906,116.268849,14142025.282872
13661.311523,118.268915,13902867.038180
13659.530273,120.064837,13694908.928007
13658.874023,122.164097,13459576.502786
13663.392578,124.423689,13215144.242451
13658.172852,126.690033,12978740.045050
13660.199219,128.962726,12750017.370741
13664.687500,131.243226,12528471.421852
13660.272461,133.583831,12308952.257497
13663.205078,135.851821,12103459.392122
13660.910156,138.075104,11908569.718257
13659.949219,140.173889,11730266.023486
13663.386719,142.011214,11578501.136190
13662.363281,143.810324,11433650.619948
13661.949219,145.635368,11290368.707550
13660.708008,147.403928,11154906.292413
13662.291016,149.179303,11022152.372793
13662.852539,150.969551,10891447.883793
13660.428711,152.999041,10746975.897851
13660.541992,155.107593,10600880.160149
13663.612305,157.177449,10461278.063172
13661.782227,159.350389,10318625.578833
13662.181641,161.602207,10174842.488532
13659.488281,163.767602,10040307.004060
13662.019531,165.957797,9907802.074390
13662.899414,168.152607,9778480.561265
13661.760742,170.318652,9654121.760820
13664.383789,172.494673,9532334.952678
13655.855469,174.678741,9413148.899997
13661.029297,176.719667,9304436.950267
13661.396484,178.899455,9191067.692304
13660.668945,181.099529,9079410.699826
13663.142578,183.276814,8971549.468577
13658.776367,185.475203,8865212.035507
13660.515625,187.779890,8756406.241980
13661.972656,189.771621,8664504.160468
13663.613281,191.563006,8583478.793328
13663.837891,193.569526,8494503.408611
13660.090820,195.736281,8400471.276958
13662.268555,197.739953,8315350.421181
13664.328125,199.646769,8235930.940342
